Índice;Título;Link;Data;Conteúdo;Fonte;Palavras-chave;Tema;Sentimento;Relevância;cluster
521;Projeto 'Escola Vai à Indústria' leva alunos para conhecer fábricas em Ferraz;https://www.google.com/url?rct=j&sa=t&url=https://www.diariodesuzano.com.br/regiao/projeto-escola-vai-a-industria-leva-alunos-para-conhecer/78639/&ct=ga&cd=CAIyHTM2MDhiY2ZlYjQ5YzZmYzg6Y29tLmJyOnB0OkJS&usg=AOvVaw0HzJoK5mr_N6xVZEyXvfoX;2024-05-29;"Banda <b>Planta</b> e Raiz celebra Semana Municipal do Reggae em Ferraz ... Motociclista fica em estado grave após acidente no Centro de <b>Suzano</b> ... ©2024 Diario&nbsp;...";PLANTA & SUZANO;conhecer fábricas, fábricas em, fábricas, projeto escola;Outro tema;Neutro;3,6;Outro tema - 2024-05-29
522;Plano Nacional de <b>Ferrovias</b> deve somar R$ 200 bilhões em <b>investimentos</b>, prevê Ministério ...;https://www.google.com/url?rct=j&sa=t&url=https://www.clickpb.com.br/paraiba/plano-nacional-de-ferrovias-deve-somar-r-200-bilhoes-em-investimentos-preve-ministerio-dos-transportes.html&ct=ga&cd=CAIyHWU4MzZlZTQ2ODZjZWU5M2I6Y29tLmJyOnB0OkJS&usg=AOvVaw0CYaIj4qsJ6Tg1VOu604Zz;2024-05-29;"Secretário-executivo do Ministério dos Transportes, George Santoro classificou, em entrevista à CNN, o pipeline de concessões em <b>ferrovias</b>&nbsp;...";FERROVIA & INVESTIMENTO;ferrovias deve, nacional ferrovias, ferrovias, plano nacional;mineração;Neutro;3,6;mineração - 2024-05-29
523;Construção da PI-392, a “<b>Rodovia</b> da Soja”, segue em ritmo acelerado, afirma DER - Info Newss;https://www.google.com/url?rct=j&sa=t&url=https://infonewss.com/construcao-da-pi-392-a-rodovia-da-soja-segue-em-ritmo-acelerado-afirma-der/&ct=ga&cd=CAIyHTcwN2U2M2VlZjNiZjM5NTM6Y29tLmJyOnB0OkJS&usg=AOvVaw0v56Gfi7ca78KPgREUJ6k7;2024-05-29;"A extensão total da construção é de 53 km com <b>investimento</b> de R$ 94 milhões. “Essa grande <b>rodovia</b> está a todo vapor, 53 km da PI-392 saindo ali da&nbsp;...";RODOVIA & INVESTIMENTO;rodovia da, 392 rodovia, rodovia, ritmo acelerado;construção;Neutro;3,6;construção - 2024-05-29
524;CCR avalia parcerias em aeroportos e mobilidade urbana, podendo incluir rodovias;https://www.google.com/url?rct=j&sa=t&url=https://www.infomoney.com.br/mercados/ccr-avalia-parcerias-em-aeroportos-e-mobilidade-urbana-podendo-incluir-rodovias/&ct=ga&cd=CAIyHTcwN2U2M2VlZjNiZjM5NTM6Y29tLmJyOnB0OkJS&usg=AOvVaw3xLTdn0utonvj38UnCpisd;2024-05-29;“É uma repactuação completa do contrato…com outras tarifas, outro cronograma de <b>investimento</b>”, disse o vice-presidente de rodovias, Eduardo Camargo.;RODOVIA & INVESTIMENTO;aeroportos mobilidade, mobilidade urbana, urbana podendo, em aeroportos;transporte;Neutro;3,6;transporte - 2024-05-29
525;Recuperação da RN-015 beneficia população da região Oeste - Glaucia Lima;https://www.google.com/url?rct=j&sa=t&url=https://glaucialima.com/2024/05/29/recuperacao-da-rn-015-beneficia-populacao-da-regiao-oeste/&ct=ga&cd=CAIyHTYyODYwYzVhMjY0ZGE4MmI6Y29tLmJyOnB0OkJS&usg=AOvVaw156VQsb-Cz2EFWrT7wdjbu;2024-05-29;"A governadora Fátima Bezerra conferiu o andamento das <b>obras</b> de recuperação da estrada. ... A <b>obra</b> na <b>rodovia</b> está entre os 33 trechos licitados pela&nbsp;...";RODOVIA & OBRAS;glaucia lima, lima, população da, beneficia população;construção;Neutro;3,6;construção - 2024-05-29
526;Comissão de <b>Infraestrutura</b> aprova convite ao presidente da Concessionária Bahia Norte;https://www.google.com/url?rct=j&sa=t&url=https://www.al.ba.gov.br/midia-center/noticias/62116&ct=ga&cd=CAIyHWEzNmM5MzY0MmI0NDMzMDA6Y29tLmJyOnB0OkJS&usg=AOvVaw3f9gDiM5vAF12xQXgF9eQ8;2024-05-29;"A Comissão de <b>Infraestrutura</b>, Desenvolvimento Econômico e Turismo da Assembleia Legislativa da Bahia aprovou, em reunião realizada nesta&nbsp;...";CONCESSÃO & INFRAESTRUTURA;concessionária bahia, da concessionária, comissão infraestrutura, bahia;transporte;Neutro;3,6;transporte - 2024-05-29
527;Unanimidade na proposta do ALTERNATIVAcom que pede compensação pela construção ...;https://www.google.com/url?rct=j&sa=t&url=https://jornaldeabrantes.sapo.pt/concelhos/unanimidade-na-proposta-do-alternativacom-que-pede-compensacao-pela-construcao-do-aeroporto-em-alcochete&ct=ga&cd=CAIyHTQ0OGVkM2E3Y2UzYTM2MzU6Y29tLmJyOnB0OkJS&usg=AOvVaw2AKc80SeUVrom_f1LeJHmN;2024-05-29;"... <b>investimentos</b> da região depois de se saber a localização do <b>aeroporto</b>.. O vereador eleito pelo movimento ALTERNATIVAcom começou por fazer o&nbsp;...";AEROPORTO & INVESTIMENTO;alternativacom que, pela construção, compensação pela, pede compensação;construção;Neutro;3,6;construção - 2024-05-29
528;Aeronáutica amplia interdição do <b>aeroporto</b> de Porto Alegre ao menos até o dia 10 de agosto;https://www.google.com/url?rct=j&sa=t&url=https://politicalivre.com.br/2024/05/aeronautica-amplia-interdicao-do-aeroporto-de-porto-alegre-ao-menos-ate-o-dia-10-de-agosto/&ct=ga&cd=CAIyHTdmNGQxNWUzZTA0NDM1Nzk6Y29tLmJyOnB0OkJS&usg=AOvVaw1qTw0Faw_Vx-Lyd7Fe0lkj;2024-05-29;"Segundo a concessionária Fraport Brasil, as operações no <b>aeroporto</b> da capital gaúcha continuam suspensas por tempo indeterminado. “Os danos&nbsp;...";AEROPORTO & CONCESSÃO ;aeroporto porto, interdição aeroporto, aeroporto, porto alegre;Outro tema;Neutro;3,6;Outro tema - 2024-05-29
529;Aeronáutica amplia interdição do <b>aeroporto</b> de Porto Alegre ao menos até 10 de agosto;https://www.google.com/url?rct=j&sa=t&url=https://jornaldebrasilia.com.br/noticias/brasil/aeronautica-amplia-interdicao-do-aeroporto-de-porto-alegre-ao-menos-ate-10-de-agosto/&ct=ga&cd=CAIyHTA4MTYxZTI1N2YxOGI1OGM6Y29tLmJyOnB0OkJS&usg=AOvVaw18lfa4o7yfbqXTkRrcTuK2;2024-05-29;"Segundo a concessionária Fraport Brasil, as operações no <b>aeroporto</b> da capital gaúcha continuam suspensas por tempo indeterminado. “Os danos&nbsp;...";AEROPORTOS & CONCESSÃO ;aeroporto porto, interdição aeroporto, aeroporto, porto alegre;Outro tema;Neutro;3,6;Outro tema - 2024-05-29
530;Prefeito é acusado de descumprimir decisão sobre contrato de concessionária;https://www.google.com/url?rct=j&sa=t&url=https://ojornalextra.com.br/noticias/alagoas/2024/05/104442-prefeito-e-acusado-de-descumprimir-decisao-sobre-contrato-de-concessionaria&ct=ga&cd=CAIyHThjZmU2NDlkNjI1MzQ5YjM6Y29tLmJyOnB0OkJS&usg=AOvVaw3Gb2dCpmyFcmxEpoMTIX8Q;2024-05-29;"... <b>concessão</b> de fornecimento de água e <b>saneamento</b> da cidade para a concessionária Águas do Sertão. A determinação foi feita pela desembargadora&nbsp;...";SANEAMENTO & CONCESSÃO;acusado descumprimir, descumprimir decisão, contrato concessionária, prefeito acusado;construção;Neutro;3,6;construção - 2024-05-29
531;Financiamentos de <b>energia</b> solar para MPEs quintuplicaram no RN em 8 anos - Tribuna do Norte;https://www.google.com/url?rct=j&sa=t&url=https://tribunadonorte.com.br/economia/financiamentos-de-energia-solar-para-mpes-quintuplicaram-no-rn-em-8-anos/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw2C-HpBmo_AWbV_hyZX24nX;2024-05-29;"Ícaro Carvalho Repórter. Margareth Grilo Editora de Economia. A busca pela <b>energia</b> solar por parte de micro e pequenos empresários (MPEs) tem&nbsp;...";ENERGIA & FOTOVOLTAICA;energia solar, solar para, solar, para mpes;energia;Neutro;3,6;energia - 2024-05-29
532;Financiamentos de <b>energia</b> solar para MPEs quintuplicaram no RN em 8 anos - Tribuna do Norte;https://www.google.com/url?rct=j&sa=t&url=https://tribunadonorte.com.br/economia/financiamentos-de-energia-solar-para-mpes-quintuplicaram-no-rn-em-8-anos/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw2C-HpBmo_AWbV_hyZX24nX;2024-05-29;"Ícaro Carvalho Repórter. Margareth Grilo Editora de Economia. A busca pela <b>energia</b> solar por parte de micro e pequenos empresários (MPEs) tem&nbsp;...";FOTOVOLTAICA & SHELL;energia solar, solar para, solar, para mpes;energia;Neutro;3,6;energia - 2024-05-29
533;Será amanhã o leilão para a duplicação do Eixão das Águas - Egídio Serpa;https://www.google.com/url?rct=j&sa=t&url=https://diariodonordeste.verdesmares.com.br/opiniao/colunistas/egidio-serpa/sera-amanha-o-leilao-para-a-duplicacao-do-eixao-das-aguas-1.3517248&ct=ga&cd=CAIyHTM3Y2YzZmY1YTFiMGMwNGI6Y29tLmJyOnB0OkJS&usg=AOvVaw1w-gy-BsshDCZA7-zX-K20;2024-05-29;"O leilão será conduzido pelo procurador-geral do Estado, Grandes empresas estão aptas para a licitação. As obras absorverão <b>investimento</b> de R$ 1,25&nbsp;...";INVESTIMENTO & IGUÁ;duplicação eixão, águas egídio, para duplicação, egídio serpa;construção;Neutro;3,6;construção - 2024-05-29
534;Entregador de material de <b>construção</b> é executado em <b>obra</b> na frente de operários;https://www.google.com/url?rct=j&sa=t&url=https://selesnafes.com/2024/05/entregador-de-material-de-construcao-e-executado-em-obra-na-frente-de-operarios/&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw2iqmKfrY0e-nspgS7l4h6v;2024-05-29;"O homicídio ocorreu por volta de 16 desta terça-feira (28), no complexo esportivo que está em <b>construção</b> no Conjunto Habitacional Macapaba, na zona&nbsp;...";CONSTRUÇÃO & OBRA;material construção, entregador material, construção executado, construção;construção;Neutro;3,6;construção - 2024-05-29
535;Setor privado perde espaço na indústria da <b>construção</b> pela 1ª vez em 6 anos, mostra IBGE;https://www.google.com/url?rct=j&sa=t&url=https://valor.globo.com/brasil/noticia/2024/05/29/setor-privado-perde-espaco-na-industria-da-construcao-pela-1a-vez-em-6-anos-mostra-ibge.ghtml&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw3TSHB9mmXOkspjjaX8ve7C;2024-05-29;Parcela do valor de incorporações, <b>obras</b> e/ou serviços da <b>construção</b> do setor privado caiu de 73,8% em 2021 para 69,8% em 2022.;CONSTRUÇÃO & OBRA;construção pela, da construção, construção, na indústria;construção;Neutro;3,6;construção - 2024-05-29
536;Em 2022, ocupação na indústria da <b>construção</b> cresce 4,4% e serviços especializados ...;https://www.google.com/url?rct=j&sa=t&url=https://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40192-em-2022-ocupacao-na-industria-da-construcao-cresce-4-4-e-servicos-especializados-ganham-participacao-no-valor-de-obras-do-setor&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw1IrBcaZFfDn6PrHxrDE7n0;2024-05-29;"Em 2022, ocupação na indústria da <b>construção</b> cresce 4,4% e serviços especializados ganham participação no valor de <b>obras</b> do setor &middot; Destaques &middot; Em 2022,&nbsp;...";CONSTRUÇÃO & OBRA;na indústria, indústria da, construção cresce, serviços especializados;construção;Neutro;3,6;construção - 2024-05-29
537;Em nova operação, <b>Aeroporto</b> Hugo Cantergiani passa a oferecer voo direto para o Rio de Janeiro;https://www.google.com/url?rct=j&sa=t&url=https://www.radiocaxias.com.br/em-nova-operacao-aeroporto-hugo-cantergiani-passa-a-oferecer-voo-direto-para-o-rio-de-janeiro/&ct=ga&cd=CAIyHTFhZDNkOWU1YmQ0OTkyYWM6Y29tLmJyOnB0OkJS&usg=AOvVaw37SYJlE80-ZrnfKlkdqVel;2024-05-29;"Cerca de 70% das <b>obras</b> para implantação de nova rede do Sistema Marrecas foram concluídas &middot; Banco de Materiais recebe doações para compra de itens que&nbsp;...";AEROPORTO & OBRAS;operação aeroporto, aeroporto hugo, rio janeiro, janeiro;construção;Neutro;3,6;construção - 2024-05-29
538;CCR avalia parcerias em <b>aeroportos</b> e mobilidade urbana, podendo incluir rodovias;https://www.google.com/url?rct=j&sa=t&url=https://www.infomoney.com.br/mercados/ccr-avalia-parcerias-em-aeroportos-e-mobilidade-urbana-podendo-incluir-rodovias/&ct=ga&cd=CAIyHTFhZDNkOWU1YmQ0OTkyYWM6Y29tLmJyOnB0OkJS&usg=AOvVaw3xLTdn0utonvj38UnCpisd;2024-05-29;"<b>Obras</b> do trecho Norte do Rodoanel foram retomadas (Foto: Reprodução/CCR). A CCR está estudando promover uma reciclagem de portfólio de ativos que&nbsp;...";AEROPORTO & OBRAS;aeroportos mobilidade, mobilidade urbana, urbana podendo, avalia parcerias;transporte;Neutro;3,6;transporte - 2024-05-29
539;"Ameaçados de despejo, juiz nega liminar e mantém moradores na &quot;Vila dos Ferroviários ...";https://www.google.com/url?rct=j&sa=t&url=https://blogdolevi.diariodosertao.com.br/2024/05/28/ameacados-de-despejo-juiz-nega-liminar-e-mantem-moradores-na-vila-dos-ferroviarios-em-sousa-sertao-da-paraiba/&ct=ga&cd=CAIyHTQxZTU5YTBkNzViYjc5YzY6Y29tLmJyOnB0OkJS&usg=AOvVaw0hZ8Z1MPuWjOm2UHryBBYf;2024-05-29;"A ação foi movida pela empresa FTL – <b>Ferrovia</b> Transnordestina Logística S.A., que administra a rede ferroviária no Nordeste. ... <b>obras</b>, governador,&nbsp;...";FERROVIA & OBRAS;moradores na, mantém moradores, quot vila, ameaçados despejo;mineração;Neutro;3,4;mineração - 2024-05-29
540;MS é o terceiro estado que mais investe na qualidade de vida da população - Região News;https://www.google.com/url?rct=j&sa=t&url=https://www.regiaonews.com.br/mato-grosso-do-sul/ms-e-o-terceiro-estado-que-mais-investe-na-qualidade-de-vida-da-populacao&ct=ga&cd=CAIyHTcwN2U2M2VlZjNiZjM5NTM6Y29tLmJyOnB0OkJS&usg=AOvVaw1NiupvQaF_NZudvqpdO-rq;2024-05-29;"A avaliação demonstra que o MS tem bom poder de <b>investimento</b> ... Com <b>investimento</b> de R$ 1.150 por habitante ... A obra na <b>rodovia</b> MS-270 já está com&nbsp;...";RODOVIA & INVESTIMENTO;população região, da população, região news, população;Outro tema;Neutro;3,4;Outro tema - 2024-05-29
541;Decreto Nº 48833 DE 28/05/2024 - Estadual - Minas Gerais - LegisWeb;https://www.google.com/url?rct=j&sa=t&url=https://www.legisweb.com.br/legislacao/%3Fid%3D459811&ct=ga&cd=CAIyHWEzNmM5MzY0MmI0NDMzMDA6Y29tLmJyOnB0OkJS&usg=AOvVaw1J9EeUQPn7M4fCQF7BGn2u;2024-05-29;"... <b>concessão</b> de crédito outorgado de ICMS para investimento em <b>infraestrutura</b> viária no Estado ... <b>infraestrutura</b> viária e à <b>concessão</b> do crédito outorgado&nbsp;...";CONCESSÃO & INFRAESTRUTURA;minas gerais, gerais legisweb, gerais, decreto nº;Outro tema;Neutro;3,4;Outro tema - 2024-05-29
542;Águas do Norte está a concluir <b>investimento</b> de 1,8 milhões em <b>saneamento</b> em Terras de Bouro;https://www.google.com/url?rct=j&sa=t&url=https://oamarense.pt/aguas-do-norte-esta-a-concluir-investimento-de-18-milhoes-em-saneamento-em-terras-de-bouro/&ct=ga&cd=CAIyHThmMDEzNTA3OTJmNmJlNWY6Y29tLmJyOnB0OkJS&usg=AOvVaw21wzgGnlykKmJ8ADTtqseK;2024-05-29;"“Esta operação consistiu na construção da estação de tratamento de águas residuais (ETAR) de Terras de Bouro, localizada na freguesia de Souto, junto&nbsp;...";SANEAMENTO & INVESTIMENTO;águas norte, norte está, em terras, investimento milhões;construção;Neutro;3,4;construção - 2024-05-29
543;Águas do Norte está a concluir <b>investimento</b> de 1,8 milhões em <b>saneamento</b> em Terras de Bouro;https://www.google.com/url?rct=j&sa=t&url=https://oamarense.pt/aguas-do-norte-esta-a-concluir-investimento-de-18-milhoes-em-saneamento-em-terras-de-bouro/&ct=ga&cd=CAIyHThmMDEzNTA3OTJmNmJlNWY6Y29tLmJyOnB0OkJS&usg=AOvVaw21wzgGnlykKmJ8ADTtqseK;2024-05-29;"“Esta operação consistiu na construção da estação de tratamento de águas residuais (ETAR) de Terras de Bouro, localizada na freguesia de Souto, junto&nbsp;...";SANEAMENTO & OBRAS;águas norte, norte está, em terras, investimento milhões;construção;Neutro;3,4;construção - 2024-05-29
544;Águas do Norte está a concluir <b>investimento</b> de 1,8 milhões em saneamento em Terras de Bouro;https://www.google.com/url?rct=j&sa=t&url=https://oamarense.pt/aguas-do-norte-esta-a-concluir-investimento-de-18-milhoes-em-saneamento-em-terras-de-bouro/&ct=ga&cd=CAIyHTM3Y2YzZmY1YTFiMGMwNGI6Y29tLmJyOnB0OkJS&usg=AOvVaw21wzgGnlykKmJ8ADTtqseK;2024-05-29;"“Esta operação consistiu na construção da estação de tratamento de águas residuais (ETAR) de Terras de Bouro, localizada na freguesia de Souto, junto&nbsp;...";INVESTIMENTO & IGUÁ;águas norte, investimento milhões, norte está, em terras;construção;Neutro;3,4;construção - 2024-05-29
545;Novo presídio deve acabar com déficit de cerca de 500 vagas em região de MG - O TEMPO;https://www.google.com/url?rct=j&sa=t&url=https://www.otempo.com.br/cidades/2024/5/28/novo-presidio-deve-acabar-com-deficit-de-cerca-de-500-vagas-em-r&ct=ga&cd=CAIyHTA5ZWY3ZTUwYWM5Y2I4MDM6Y29tLmJyOnB0OkJS&usg=AOvVaw3evs7-K_tJ4NpTeZAedamt;2024-05-29;A construção do novo presídio com 628 vagas está prevista no acordo de reparação da <b>Vale</b> pelo rompimento da <b>barragem</b> em Brumadinho.;VALE & DESCOMISSIONAMENTO;déficit cerca, 500 vagas, presídio deve, região mg;mineração;Neutro;3,2;mineração - 2024-05-29
546;Novo presídio deve acabar com déficit de cerca de 500 vagas em região de MG - O TEMPO;https://www.google.com/url?rct=j&sa=t&url=https://www.otempo.com.br/cidades/2024/5/28/novo-presidio-deve-acabar-com-deficit-de-cerca-de-500-vagas-em-r&ct=ga&cd=CAIyHTA5ZWY3ZTUwYWM5Y2I4MDM6Y29tLmJyOnB0OkJS&usg=AOvVaw3evs7-K_tJ4NpTeZAedamt;2024-05-29;A construção do novo presídio com 628 vagas está prevista no acordo de reparação da <b>Vale</b> pelo rompimento da <b>barragem</b> em Brumadinho.;VALE & BARRAGEM;déficit cerca, 500 vagas, presídio deve, região mg;mineração;Neutro;3,2;mineração - 2024-05-29
547;<b>Subestação</b> de <b>energia</b> explode e causa apagão em cidades de SC - Vídeo Dailymotion;https://www.google.com/url?rct=j&sa=t&url=https://www.dailymotion.com/video/x8z8vgu&ct=ga&cd=CAIyHWJhM2UyOTQ5Y2JmZmY4NmM6Y29tLmJyOnB0OkJS&usg=AOvVaw0yZAFXYtWDgIwUKrgxMAK_;2024-05-29;"<b>Subestação</b> de <b>energia</b> explode e causa apagão em cidades de SC. Terra Brasil. Seguir Curtir Favorito Compartilhar. Adicionar à Lista de&nbsp;...";SUBESTAÇÃO & ENERGIA;subestação energia, apagão em, energia explode, vídeo dailymotion;energia;Neutro;3,2;energia - 2024-05-29
548;<b>Subestação</b> de <b>energia</b> explode e causa apagão em cidades de SC - Terra;https://www.google.com/url?rct=j&sa=t&url=https://www.terra.com.br/noticias/brasil/cidades/videos/subestacao-de-energia-explode-e-causa-apagao-em-cidades-de-sc,9f985238fae5fc8cc6b175980d445007bpla5ui9.html&ct=ga&cd=CAIyHWJhM2UyOTQ5Y2JmZmY4NmM6Y29tLmJyOnB0OkJS&usg=AOvVaw24MqsnItLV3bw93ezcv6wJ;2024-05-29;"Um curto-circuito na <b>subestação</b> de <b>energia</b> na cidade de Itajaí causou um apagão na madrugada desta terça-feira, 28. Em vídeo, é possível ver o&nbsp;...";SUBESTAÇÃO & ENERGIA;subestação energia, energia explode, subestação, apagão em;energia;Neutro;3,2;energia - 2024-05-29
549;Região peruana promove <b>investimentos</b> de mais de US$ 660 mi - BNamericas;https://www.google.com/url?rct=j&sa=t&url=https://www.bnamericas.com/pt/noticias/regiao-peruana-promove-investimentos-de-mais-de-us-660-mi&ct=ga&cd=CAIyHTcwN2U2M2VlZjNiZjM5NTM6Y29tLmJyOnB0OkJS&usg=AOvVaw0elneXkqhIWICWQrZ6TdXF;2024-05-29;"Projeto: Melhoria da <b>Rodovia</b> Puente Ricardo Palma-La Oroya: Variante Emp. Rota PE-022 km. 101 + 379 (Río Blanco) - Entroncamento Rota PE-3S Km 21&nbsp;...";RODOVIA & INVESTIMENTO;região peruana, peruana promove, investimentos mais, promove investimentos;Outro tema;Neutro;3,2;Outro tema - 2024-05-29
550;Equipe de <b>Obras</b> e Vias Públicas dá continuidade ao Plano Municipal de Recapeamento;https://www.google.com/url?rct=j&sa=t&url=https://comandonoticia.com.br/equipe-de-obras-e-vias-publicas-da-continuidade-ao-plano-municipal-de-recapeamento/&ct=ga&cd=CAIyHTYyODYwYzVhMjY0ZGE4MmI6Y29tLmJyOnB0OkJS&usg=AOvVaw1-yenTSN_0Tz1D6crK_6HF;2024-05-29;A equipe do Plano Municipal de Recapeamento também já concluiu os trabalhos na rua Christiano Seleguin, Haiti e estrada Dr. Rafael Elias José Aun.;RODOVIA & OBRAS;municipal recapeamento, plano municipal, públicas dá, municipal;Outro tema;Neutro;3,2;Outro tema - 2024-05-29
551;Gol (GOLL4) responde questionamentos da CVM sobre acordo com a Azul (AZUL4);https://www.google.com/url?rct=j&sa=t&url=https://einvestidor.estadao.com.br/ultimas/gol-goll4-responde-cvm-acordo-azul-aul4/&ct=ga&cd=CAIyHTQ0OGVkM2E3Y2UzYTM2MzU6Y29tLmJyOnB0OkJS&usg=AOvVaw2DXTj2AhI_hpIRlMA1q7VY;2024-05-29;"Como começar a <b>Investir</b>. Publicidade. Avião em processo de decolagem em <b>aeroporto</b>. Mercado hoje: na véspera do feriado, investidores acompanham&nbsp;...";AEROPORTO & INVESTIMENTO;azul azul4, com azul, azul4, azul;Outro tema;Neutro;3,2;Outro tema - 2024-05-29
552;Brasil recebe tecnologia inédita de baterias para armazenamento de <b>energia</b> eólica e solar ...;https://www.google.com/url?rct=j&sa=t&url=https://petrosolgas.com.br/brasil-recebe-tecnologia-inedita-de-baterias-para-armazenamento-de-energia-eolica-e-solar-que-podem-mudar-a-transicao-energetica/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw1WTZwtINBQWq8Ct3LI5Qhk;2024-05-29;... <b>energia</b> eólica e solar sempre foi um desafio. No entanto, a solução para este problema está ganhando força: o armazenamento de <b>energia</b> em baterias.;ENERGIA & FOTOVOLTAICA;inédita baterias, armazenamento energia, baterias para, energia eólica;energia;Neutro;3,2;energia - 2024-05-29
553;Brasil recebe tecnologia inédita de baterias para armazenamento de <b>energia</b> eólica e solar ...;https://www.google.com/url?rct=j&sa=t&url=https://petrosolgas.com.br/brasil-recebe-tecnologia-inedita-de-baterias-para-armazenamento-de-energia-eolica-e-solar-que-podem-mudar-a-transicao-energetica/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw1WTZwtINBQWq8Ct3LI5Qhk;2024-05-29;... <b>energia</b> eólica e solar sempre foi um desafio. No entanto, a solução para este problema está ganhando força: o armazenamento de <b>energia</b> em baterias.;FOTOVOLTAICA & SHELL;inédita baterias, armazenamento energia, baterias para, energia eólica;energia;Neutro;3,2;energia - 2024-05-29
554;<b>BRK</b> Ambiental confirma que há negociações com bancos para venda de ativos;https://www.google.com/url?rct=j&sa=t&url=https://fusoesaquisicoes.com/hr/brk-ambiental-confirma-que-ha-negociacoes-com-bancos/&ct=ga&cd=CAIyHTU0YzJjM2YyMDc3ZDI5MzM6Y29tLmJyOnB0OkJS&usg=AOvVaw3hMj6lto12bN3T-RRt19hT;2024-05-29;A <b>BRK</b> Ambiental confirmou que está em negociações com determinados bancos de <b>investimentos</b> para assessorá-la na estruturação e busca.;INVESTIMENTO & BRK;bancos para, bancos, com bancos, ambiental confirma;Outro tema;Neutro;3,2;Outro tema - 2024-05-29
555;Prejuízos do Hospital Estrela podem ultrapassar os R$ 3 milhões - Grupo A Hora;https://www.google.com/url?rct=j&sa=t&url=https://grupoahora.net.br/conteudos/2024/05/28/prejuizos-do-hospital-estrela-podem-ultrapassar-os-r-3-milhoes/&ct=ga&cd=CAIyHWJhM2UyOTQ5Y2JmZmY4NmM6Y29tLmJyOnB0OkJS&usg=AOvVaw2JFtUwge_vq7NRdenQiv_a;2024-05-29;... <b>subestação</b> de <b>energia</b> elétrica, que ficou totalmente submersa. Na área haviam dois geradores, dois transformadores e diversos quadros de <b>energia</b>.;SUBESTAÇÃO & ENERGIA;prejuízos hospital, hospital estrela, hospital, podem ultrapassar;energia;Neutro;3;energia - 2024-05-29
556;<b>Rodovia</b> da soja tem <b>investimento</b> previsto de R$ 94 milhões - YouTube;https://www.google.com/url?rct=j&sa=t&url=https://www.youtube.com/watch%3Fv%3DUgqDCeRje68&ct=ga&cd=CAIyHTcwN2U2M2VlZjNiZjM5NTM6Y29tLmJyOnB0OkJS&usg=AOvVaw0JKnVAFLEiQOsBVwwoa53C;2024-05-29;<b>Rodovia</b> da soja tem <b>investimento</b> previsto de R$ 94 milhões. 4 views · 11 minutes ago ...more. TVCidadeVerde. 1.04M.;RODOVIA & INVESTIMENTO;investimento previsto, rodovia da, tem investimento, investimento;Outro tema;Neutro;3;Outro tema - 2024-05-29
557;Praia Grande recebe prêmio por <b>investimentos</b> em <b>saneamento</b> básico;https://www.google.com/url?rct=j&sa=t&url=https://www2.praiagrande.sp.gov.br/noticia/praia-grande-recebe-premio-por-investimentos-em-saneamento-basico-&ct=ga&cd=CAIyHThmMDEzNTA3OTJmNmJlNWY6Y29tLmJyOnB0OkJS&usg=AOvVaw0pvXJLaxA07EbC3_9jcQHD;2024-05-29;"... <b>Saneamento</b> Básico), de R$ 231,09 de <b>investimento</b> por habitante no tema. Para produzir o ranqueamento, foram levados em consideração indicadores do&nbsp;...";SANEAMENTO & INVESTIMENTO;investimentos em, por investimentos, investimentos, saneamento básico;Outro tema;Neutro;3;Outro tema - 2024-05-29
558;Praia Grande recebe prêmio por <b>investimentos</b> em <b>saneamento</b> básico;https://www.google.com/url?rct=j&sa=t&url=https://www2.praiagrande.sp.gov.br/noticia/praia-grande-recebe-premio-por-investimentos-em-saneamento-basico-&ct=ga&cd=CAIyHThmMDEzNTA3OTJmNmJlNWY6Y29tLmJyOnB0OkJS&usg=AOvVaw0pvXJLaxA07EbC3_9jcQHD;2024-05-29;"... <b>Saneamento</b> Básico), de R$ 231,09 de <b>investimento</b> por habitante no tema. Para produzir o ranqueamento, foram levados em consideração indicadores do&nbsp;...";SANEAMENTO & OBRAS;investimentos em, por investimentos, investimentos, saneamento básico;Outro tema;Neutro;3;Outro tema - 2024-05-29
